"","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","edu","hispanic","race_1","race_2","race_3","race_4","race_5","race_6","race_6_TEXT","sex","income","state","age","reltrad","reltrad_14_TEXT","protestant_denom","protestant_denom_16_TEXT","baptist_church","baptist_church_11_TEXT","methodist_church","methodist_church_6_TEXT","nondenom_church","nondenom_church_6_TEXT","lutheran_church","lutheran_church_5_TEXT","presbyterian_church","presbyterian_church_7_TEXT","pentecostal_church","pentecostal_church_10_TEXT","episc_church","episc_church_5_TEXT","christian_church","christian_church_4_TEXT","congr_church","congr_church_4_TEXT","holiness_church","holiness_church_7_TEXT","reformed_church","reformed_church_3_TEXT","adventist_church","adventist_church_4_TEXT","catholic_church","catholic_church_6_TEXT","mormon_church","mormon_church_3_TEXT","orthodox_church","orthodox_church_7_TEXT","jewish_group_","jewish_group__5_TEXT","muslim","muslim_4_TEXT","buddhist","buddhist_4_TEXT","hindu","hindu_4_TEXT","ideology","partyid7_","Q146","Q51","Q52","Q119","Q92","Q93","Q94","Q95","Q104","Q104_DO_1","Q104_DO_2","Q104_DO_3","Q104_DO_4","Q106","Q106_DO_1","Q106_DO_2","Q106_DO_3","Q106_DO_4","Q105","Q105_DO_1","Q105_DO_2","Q105_DO_3","Q105_DO_4","Q165","Q57","Q56","Q121","Q69","Q72","Q73","Q74","Q75","Q76","Q70","Q71","Q77","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85","Q86","Q87","Q88","Q89","Q90","Q136","Q157","Q155","Q137","Q148","Q138","Q150","Q151","Q152","Q153","Q166","commitment_Israel","proportion_Zionist","SC0","opp","QPMID","Q_TotalDuration","Q_RecaptchaScore","Q_BallotBoxStuffing","Q_RelevantIDFraudScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","transaction_id","SVID","region","reindex","gc","term","score_state","tg","pureSpectrumRedirectUrl","pureSpectrumSignatureValue","Countryfavorability_DO_Q93","Countryfavorability_DO_Q94","Countryfavorability_DO_Q92","Countryfavorability_DO_Q95","Countryfavorability_DO_Q91","Conflictknowledge_DO_Q103","Conflictknowledge_DO_Q104","Conflictknowledge_DO_Q106","Conflictknowledge_DO_Q105","Conflictknowledge_DO_Q165","PoliticalViews_DO_Q57","PoliticalViews_DO_Q56","PoliticalViews_DO_Q140","Treatments_DO_historic_religious","Treatments_DO_Q125","Treatments_DO_security_democracy","Treatments_DO_hr_double_standard","Treatments_DO_Q143","Treatments_DO_technology_leader","Treatments_DO_safety_persecution","Anti_IsraelSentiment_DO_Q72","Anti_IsraelSentiment_DO_Q147","Anti_IsraelSentiment_DO_Q69","Anti_IsraelSentiment_DO_Q76","Anti_IsraelSentiment_DO_Q75","Anti_IsraelSentiment_DO_Q74","Anti_IsraelSentiment_DO_Q73","ClassicAntisemitismIndex_DO_Q83","ClassicAntisemitismIndex_DO_Q82","ClassicAntisemitismIndex_DO_Q81","ClassicAntisemitismIndex_DO_Q80","ClassicAntisemitismIndex_DO_Q90","ClassicAntisemitismIndex_DO_Q79","ClassicAntisemitismIndex_DO_Q123","ClassicAntisemitismIndex_DO_Q78","ClassicAntisemitismIndex_DO_Q89","ClassicAntisemitismIndex_DO_Q77","ClassicAntisemitismIndex_DO_Q88","ClassicAntisemitismIndex_DO_Q87","ClassicAntisemitismIndex_DO_Q86","ClassicAntisemitismIndex_DO_Q85","ClassicAntisemitismIndex_DO_Q84","DVs_DO_Q136","DVs_DO_Q137","DVs_DO_Q148","DVs_DO_Q138","DVs_DO_Q155","DVs_DO_Q157","DVs_DO_Q142","JewishZionism_Pro_Israel_DO_Prompt","JewishZionism_Pro_Israel_DO_Q150","JewishZionism_Pro_Israel_DO_Q151","Non_JewishZionist_Pro_Israel_DO_Q152","Non_JewishZionist_Pro_Israel_DO_Q153","JewishAssociationTreatments_DO_Q149","JewishAssociationTreatments_DO_observant_Jew","JewishAssociationTreatments_DO_non_Evangelical","JewishAssociationTreatments_DO_zionist_christian","JewishAssociationTreatments_DO_Q166","JewishAssociationTreatments_DO_technically_Jew","JewishAssociationTreatments_DO_culturally_Jew","JewishAssociationQuestions_DO_commitment_Israel","JewishAssociationQuestions_DO_proportion_Zionist","pid","ideol","wts"
"1131",2023-06-11 11:07:45,2023-06-11 11:11:14,0,"64.121.231.122",100,208,1,2023-06-11 11:11:14,"R_abzLbeCgCWCKIzD","","","","","39.8845","-75.3106","anonymous","EN",9,2,1,NA,1,NA,NA,NA,"",2,1,39,4,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,1,1,4,1,1,1,1,1,4,1,2,3,4,4,1,2,3,4,4,1,2,3,4,4,2,1,4,1,1,1,3,1,2,5,NA,3,2,1,1,1,1,1,1,1,2,1,1,3,1,1,2,4,1,1,1,4,NA,1,NA,1,1,NA,1,"Qual2515-0424-GenPop4K[ND]","17035","208","","","","","","2xOrSzO6Q8nIwHG0LpTgfr","15311673","northeast","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2xOrSzO6Q8nIwHG0LpTgfr&ps_hash=864d18917445434ccda9e9ddccb95d774a3b7783","864d18917445434ccda9e9ddccb95d774a3b7783",3,2,4,5,1,1,3,2,4,5,2,3,1,NA,NA,2,NA,1,NA,NA,2,1,6,5,4,7,3,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,7,4,3,6,2,5,1,1,2,NA,1,NA,1,NA,NA,NA,3,2,NA,1,NA,"Independent","Moderate",1.0982494527555
"1132",2023-06-11 11:02:39,2023-06-11 11:13:04,0,"166.196.82.82",100,625,1,2023-06-11 11:13:05,"R_1dH59lhtCkZqlYW","","","","","33.5114","-86.8426","anonymous","EN",4,2,NA,1,NA,NA,NA,NA,"",1,3,44,13,13,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,3,3,2,NA,7,2,2,2,2,1,1,2,3,4,1,1,2,3,4,1,1,2,3,4,4,2,1,4,3,3,3,3,3,3,3,6,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,4,4,1,1,2,NA,3,NA,5,1,4,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","625","","","","","","28vqh4XHybV4PHSdQaFIZ8","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=28vqh4XHybV4PHSdQaFIZ8&ps_hash=e0051d0c16fd8b4716eeec1e63bc136e6eea4d89","e0051d0c16fd8b4716eeec1e63bc136e6eea4d89",4,3,2,5,1,1,4,2,3,5,2,3,1,NA,2,NA,NA,1,NA,NA,6,1,7,2,5,3,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,2,4,7,5,3,1,1,NA,2,NA,1,1,NA,NA,NA,3,2,NA,1,NA,"Independent","Moderate",1.0982494527555
"1133",2023-06-11 11:03:47,2023-06-11 11:15:37,0,"76.38.166.99",100,709,1,2023-06-11 11:15:37,"R_rcgcoLh7GkaXOa5","","","","","43.0745","-76.1466","anonymous","EN",4,2,1,NA,NA,NA,NA,NA,"",2,2,33,34,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",4,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,5,2,2,NA,1,2,3,2,2,1,1,2,3,4,1,1,2,3,4,3,1,2,3,4,4,4,4,1,3,2,2,2,1,1,3,3,1,2,3,4,4,3,2,2,4,3,3,2,1,1,3,4,1,1,2,1,3,NA,3,NA,1,NA,2,1,"Qual2515-0424-GenPop4K[ND]","17035","709","","","","","","0NRrFp2lrG68mF7FcsEOv0","15311673","northeast","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0NRrFp2lrG68mF7FcsEOv0&ps_hash=6714f20672e2fcfac48de8ef23b52853bd7a8198","6714f20672e2fcfac48de8ef23b52853bd7a8198",2,5,4,3,1,1,2,4,3,5,2,3,1,NA,NA,NA,NA,1,2,NA,5,1,7,6,4,3,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,3,7,5,4,6,2,1,1,2,NA,1,NA,1,NA,2,NA,3,NA,NA,NA,1,"Independent","Moderate",1.0982494527555
"1134",2023-06-11 11:06:14,2023-06-11 11:15:50,0,"172.58.140.200",100,576,1,2023-06-11 11:15:51,"R_dos00Ssyp6rJqq5","","","","","41.8502","-87.6736","anonymous","EN",2,2,1,NA,NA,NA,NA,NA,"",2,1,15,37,14,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,6,6,2,NA,1,2,2,2,2,1,4,3,2,1,1,4,3,2,1,1,4,3,2,1,4,4,2,1,3,3,3,3,3,3,5,NA,3,4,2,2,3,4,3,2,2,2,2,2,2,3,2,2,4,4,3,2,NA,3,5,NA,1,NA,3,2,"Qual2515-0424-GenPop4K[ND]","17035","576","","","","","","7fD3get3YeB4UizwA6y7jz","15311673","midwest","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=7fD3get3YeB4UizwA6y7jz&ps_hash=03f265b32cd1094a11e322159280613fbcb3021d","03f265b32cd1094a11e322159280613fbcb3021d",5,2,4,3,1,1,4,2,3,5,3,2,1,NA,NA,NA,NA,1,2,NA,5,1,6,3,4,2,7,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,7,3,5,4,2,1,1,NA,2,1,NA,1,NA,NA,2,3,NA,NA,NA,1,"Republican","Moderate",1.09878590412022
"1135",2023-06-11 11:09:18,2023-06-11 11:15:57,0,"173.185.75.24",100,398,1,2023-06-11 11:15:58,"R_1Qfw07HIiZXLRGQ","","","","","33.4085","-94.1819","anonymous","EN",3,2,NA,1,NA,NA,NA,NA,"",2,2,45,17,14,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,6,2,NA,7,3,4,2,3,1,4,3,2,1,2,4,3,2,1,2,4,3,2,1,4,3,3,1,3,6,4,3,5,4,4,NA,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,4,2,2,3,4,NA,NA,4,1,2,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","398","","","","","","5BXRuJWyru74DUO108dTZp","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5BXRuJWyru74DUO108dTZp&ps_hash=e9a5147a73d3b8adcb974d25fa0158a0784ca86f","e9a5147a73d3b8adcb974d25fa0158a0784ca86f",5,3,4,2,1,1,2,4,3,5,3,2,1,NA,NA,NA,NA,1,2,NA,5,1,4,6,7,3,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,2,3,5,4,6,7,1,1,2,NA,NA,1,1,NA,NA,NA,3,NA,2,1,NA,"Independent","Moderate",1.0982494527555
"1136",2023-06-11 11:10:41,2023-06-11 11:16:14,0,"76.35.50.6",100,332,1,2023-06-11 11:16:14,"R_3I4svxhPtvUAf75","","","","","39.1094","-84.5718","anonymous","EN",7,2,NA,1,NA,NA,NA,NA,"",2,2,36,55,14,"batisp",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,2,2,2,NA,7,2,3,2,4,1,4,3,2,1,1,4,3,2,1,1,4,3,2,1,4,1,1,1,4,4,4,4,4,4,5,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,NA,5,NA,1,4,NA,2,"Qual2515-0424-GenPop4K[ND]","17035","332","","","","","","1zpTcZUMWMEzkoFpkhlhPH","15311673","midwest","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1zpTcZUMWMEzkoFpkhlhPH&ps_hash=e56cb090bdb9796fb8d627b29eefba2cd6b7becd","e56cb090bdb9796fb8d627b29eefba2cd6b7becd",2,5,3,4,1,1,4,3,2,5,3,2,1,NA,NA,2,NA,1,NA,NA,5,1,7,6,3,2,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,4,5,7,6,2,3,1,1,2,NA,1,NA,1,NA,NA,NA,3,NA,2,1,NA,"Democrat","Liberal",1.25845804478202
"1137",2023-06-11 11:07:21,2023-06-11 11:16:27,0,"74.215.20.11",100,545,1,2023-06-11 11:16:27,"R_3WxQ7GZG1EJH8I1","","","","","39.1256","-84.5127","anonymous","EN",10,2,NA,1,NA,NA,NA,NA,"",1,10,36,45,1,"",2,"",5,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,2,2,1,2,7,1,4,2,3,2,1,2,3,4,2,1,2,3,4,4,1,2,3,4,4,2,2,4,3,6,3,4,3,4,5,NA,2,4,2,2,1,2,3,1,1,1,1,1,1,3,2,3,4,4,4,4,NA,3,NA,3,1,NA,2,2,"Qual2515-0424-GenPop4K[ND]","17035","545","","","","","","0ZdxME3smT4s5kMqLCgsbM","15311673","midwest","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0ZdxME3smT4s5kMqLCgsbM&ps_hash=ea1af8f84dc7cc3c6b5f2845810429d5d797d519","ea1af8f84dc7cc3c6b5f2845810429d5d797d519",2,5,3,4,1,1,2,4,3,5,2,3,1,2,NA,NA,NA,1,NA,NA,2,1,3,6,4,5,7,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,2,6,5,7,4,3,1,1,NA,2,NA,1,1,2,NA,NA,3,NA,NA,NA,1,"Democrat","Moderate",1.30074001389017
"1138",2023-06-11 11:08:34,2023-06-11 11:17:17,0,"73.179.110.230",100,523,1,2023-06-11 11:17:17,"R_OO7QNOF5OhVr7Z7","","","","","27.451","-80.3357","anonymous","EN",7,2,1,NA,NA,NA,NA,NA,"",2,11,10,32,7,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",4,"",NA,"",NA,"",3,1,6,2,NA,7,2,4,4,4,2,1,2,3,4,4,1,2,3,4,1,1,2,3,4,4,2,3,1,6,4,4,6,6,6,6,NA,4,3,2,4,1,4,4,4,4,4,3,3,1,1,1,3,3,2,2,3,NA,3,4,NA,1,1,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","523","","","","","","77r98g5fJPU3G3mXwC7DuI","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=77r98g5fJPU3G3mXwC7DuI&ps_hash=cdcc473a243fc67e70b381d6b9411dd8ea7d4459","cdcc473a243fc67e70b381d6b9411dd8ea7d4459",5,4,3,2,1,1,4,2,3,5,3,2,1,2,NA,NA,NA,1,NA,NA,5,1,6,3,7,2,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,3,2,5,6,7,4,1,1,NA,2,1,NA,1,NA,NA,2,3,NA,NA,1,NA,"Democrat","Moderate",1.30074001389017
"1139",2023-06-11 11:12:22,2023-06-11 11:17:52,0,"73.137.190.222",100,330,1,2023-06-11 11:17:53,"R_1Lqh6o82BL5klgF","","","","","33.8907","-84.7","anonymous","EN",7,2,NA,1,NA,NA,NA,NA,"",2,3,11,14,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,1,1,1,3,1,1,1,1,1,4,4,3,2,1,4,4,3,2,1,2,4,3,2,1,4,1,2,1,6,6,1,1,1,1,4,NA,4,1,3,3,3,4,2,4,4,4,4,4,3,1,1,4,4,1,1,1,3,NA,NA,3,1,NA,2,3,"Qual2515-0424-GenPop4K[ND]","17035","330","","","","","","2aRUFBZvZsh0cfL8wYCBoT","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2aRUFBZvZsh0cfL8wYCBoT&ps_hash=c63d1a42d9bb03cc65e068f150e0c7ab3f91bdb4","c63d1a42d9bb03cc65e068f150e0c7ab3f91bdb4",5,4,3,2,1,1,2,4,3,5,2,3,1,NA,NA,NA,2,1,NA,NA,3,1,6,4,2,5,7,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,5,4,3,2,7,1,1,2,NA,NA,1,1,NA,2,NA,3,NA,NA,NA,1,"Democrat","Liberal",1.25845804478202
"1140",2023-06-11 11:02:48,2023-06-11 11:19:45,0,"45.23.88.219",100,1016,1,2023-06-11 11:19:46,"R_2TufX33BoZ2vRjo","","","","","33.5631","-84.5832","anonymous","EN",4,2,1,NA,NA,NA,NA,NA,"",2,6,11,19,5,"",1,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",4,6,4,2,NA,7,1,2,2,2,1,4,3,2,1,1,4,3,2,1,2,4,3,2,1,4,4,3,4,3,2,3,3,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,3,NA,3,NA,3,1,NA,3,3,"Qual2515-0424-GenPop4K[ND]","17035","1016","","","","","","3cbQXOLQT9j8HO4iAlZynL","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=3cbQXOLQT9j8HO4iAlZynL&ps_hash=3d7945a1801357b0227b512130e294055348643a","3d7945a1801357b0227b512130e294055348643a",2,3,5,4,1,1,2,4,3,5,3,2,1,NA,NA,NA,NA,1,NA,2,5,1,7,6,3,4,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,3,6,4,5,2,7,1,1,NA,2,NA,1,1,NA,NA,NA,3,2,NA,NA,1,"Republican","Conservative",0.761339348690028
"1141",2023-06-11 11:15:06,2023-06-11 11:20:35,0,"70.119.119.98",100,329,1,2023-06-11 11:20:36,"R_siZmDgB4OQGOS6B","","","","","33.0928","-96.6454","anonymous","EN",10,2,1,NA,NA,NA,NA,NA,"",2,3,45,21,13,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,3,2,2,NA,7,2,4,2,4,2,1,2,3,4,1,1,2,3,4,2,1,2,3,4,4,3,3,4,6,6,1,2,1,3,6,NA,2,1,3,4,4,4,1,4,4,4,4,4,4,1,2,4,4,1,1,1,4,NA,4,NA,1,4,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","329","","","","","","0g7UseV14VmOHZzRYBBS78","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0g7UseV14VmOHZzRYBBS78&ps_hash=731206f8b249faceb726085f0626e0fe1ff52161","731206f8b249faceb726085f0626e0fe1ff52161",2,4,5,3,1,1,4,3,2,5,2,3,1,NA,2,NA,NA,1,NA,NA,3,1,6,7,2,5,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,2,7,4,5,6,3,1,1,2,NA,1,NA,1,NA,NA,NA,3,NA,2,1,NA,"Independent","Moderate",1.0982494527555
"1142",2023-06-11 11:15:25,2023-06-11 11:23:09,0,"107.72.178.33",100,463,1,2023-06-11 11:23:09,"R_3nUikZqY5qqO6LS","","","","","28.53","-81.4807","anonymous","EN",5,2,NA,NA,NA,NA,1,NA,"",2,7,10,20,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,1,2,NA,1,2,2,2,2,2,4,3,2,1,2,4,3,2,1,2,4,3,2,1,4,3,2,1,4,3,2,3,3,3,4,NA,2,2,3,2,2,2,2,4,4,4,4,4,3,2,1,4,4,1,1,4,4,NA,4,NA,1,NA,3,3,"Qual2515-0424-GenPop4K[ND]","17035","463","","","","","","63NkOjOW5fziRRCZXVp0Lh","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=63NkOjOW5fziRRCZXVp0Lh&ps_hash=b4e8bd5666076ebccc341c3f679a1bcf64ca0309","b4e8bd5666076ebccc341c3f679a1bcf64ca0309",3,2,4,5,1,1,3,4,2,5,2,3,1,NA,NA,2,NA,1,NA,NA,7,1,4,2,5,3,6,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,4,7,3,2,5,1,1,2,NA,1,NA,1,NA,2,NA,3,NA,NA,NA,1,"Independent","Moderate",1.0982494527555
"1143",2023-06-11 11:18:22,2023-06-11 11:24:39,0,"76.238.167.213",100,376,1,2023-06-11 11:24:39,"R_3kwbj9zzZImRHyh","","","","","39.772","-86.157","anonymous","EN",9,2,1,NA,NA,NA,NA,NA,"",2,6,15,35,2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",1,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,1,2,NA,1,1,4,2,3,2,1,2,3,4,1,1,2,3,4,3,1,2,3,4,4,2,1,1,4,3,2,3,1,3,5,NA,4,3,4,3,3,3,1,3,3,3,4,4,2,2,2,3,3,2,1,2,NA,2,NA,4,1,1,NA,2,"Qual2515-0424-GenPop4K[ND]","17035","376","","","","","","25PzriXFYtbTf6rXoy294A","15311673","midwest","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=25PzriXFYtbTf6rXoy294A&ps_hash=805269c475d8e4d5b87f466455797900af763202","805269c475d8e4d5b87f466455797900af763202",5,2,3,4,1,1,2,4,3,5,2,3,1,NA,NA,NA,2,1,NA,NA,3,1,6,5,7,2,4,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,5,7,6,4,3,2,1,1,NA,2,NA,1,1,NA,NA,2,3,NA,NA,1,NA,"Independent","Moderate",1.0982494527555
"1144",2023-06-11 11:20:41,2023-06-11 11:26:26,0,"216.30.146.200",100,345,1,2023-06-11 11:26:27,"R_2QPrGUmcWfGYb9e","","","","","37.7443","-81.5842","anonymous","EN",6,2,1,NA,NA,NA,NA,NA,"",2,7,50,17,14,"Christian",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",4,6,2,2,NA,7,1,4,2,3,2,4,3,2,1,1,4,3,2,1,3,4,3,2,1,4,4,4,4,5,3,3,2,1,3,5,NA,1,4,2,1,1,1,2,1,1,2,2,1,1,3,4,4,4,2,2,1,NA,2,NA,2,1,3,NA,3,"Qual2515-0424-GenPop4K[ND]","17035","345","","","","","","4T4iCw8xJ2vNSW84f5JPLu","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4T4iCw8xJ2vNSW84f5JPLu&ps_hash=c905b7699223a6a788da8f680657ea4cd4439c6e","c905b7699223a6a788da8f680657ea4cd4439c6e",5,2,3,4,1,1,4,2,3,5,2,3,1,NA,2,NA,NA,1,NA,NA,2,1,4,5,7,3,6,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,3,5,2,6,4,7,1,1,NA,2,NA,1,1,NA,NA,NA,3,2,NA,1,NA,"Republican","Conservative",0.761339348690028
"1145",2023-06-11 11:25:38,2023-06-11 11:30:26,0,"47.51.237.178",100,288,1,2023-06-11 11:30:27,"R_tZ3Mfk2y3rjmP7z","","","","","32.8404","-97.2285","anonymous","EN",7,2,1,NA,NA,NA,NA,NA,"",2,12,45,3,5,"",1,"",NA,"",NA,"",5,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",4,6,3,1,2,5,1,4,4,4,1,1,2,3,4,1,1,2,3,4,1,1,2,3,4,4,2,1,4,1,3,5,6,2,6,6,NA,1,4,2,3,4,4,1,4,4,4,3,2,1,2,4,2,1,4,2,4,NA,3,4,NA,1,NA,4,3,"Qual2515-0424-GenPop4K[ND]","17035","288","","","","","","4YIAvE6a362uD4U02mw8GY","15311673","south","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4YIAvE6a362uD4U02mw8GY&ps_hash=3f49479302d9dddd3a7cc6dc9bce1cf22ede84d6","3f49479302d9dddd3a7cc6dc9bce1cf22ede84d6",4,2,3,5,1,1,3,4,2,5,2,3,1,NA,NA,2,NA,1,NA,NA,7,1,4,5,6,3,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,6,5,4,2,7,3,1,1,NA,2,1,NA,1,NA,2,NA,3,NA,NA,NA,1,"Republican","Conservative",0.761339348690028
"1146",2023-06-11 11:11:10,2023-06-11 11:36:12,0,"73.214.113.211",100,1501,1,2023-06-11 11:36:12,"R_WoD7Uk9FHHZ4MG5","","","","","40.3695","-80.6348","anonymous","EN",6,2,NA,1,NA,NA,NA,NA,"",1,3,36,47,13,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",3,4,2,2,NA,4,3,4,3,3,2,4,3,2,1,2,4,3,2,1,4,4,3,2,1,4,3,4,4,4,4,3,4,2,4,4,NA,2,3,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,NA,3,4,NA,1,4,NA,2,"Qual2515-0424-GenPop4K[ND]","17035","1501","","","","","","3dEqIFy8cij4E2UTvjEOfP","15311673","midwest","","1","","","","https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=3dEqIFy8cij4E2UTvjEOfP&ps_hash=9f3437119fcf4bab586f86a56e3e82dd9c5b0376","9f3437119fcf4bab586f86a56e3e82dd9c5b0376",5,2,3,4,1,1,3,2,4,5,2,3,1,NA,NA,NA,NA,1,NA,2,6,1,4,5,3,7,2,8,7,6,5,15,4,1,3,14,2,13,12,11,10,9,7,4,3,2,6,5,1,1,NA,2,1,NA,1,NA,2,NA,3,NA,NA,1,NA,"Independent","Moderate",1.0982494527555
